roll,pitch,yaw,timestamp
0.08,0.18,-0.07,1759267867.090059
0.08,0.18,-0.07,1759267867.0946538
0.08,0.18,-0.07,1759267867.096745
0.08,0.18,-0.07,1759267867.099881
0.08,0.18,-0.07,1759267867.1025794
0.08,0.18,-0.07,1759267867.1053207
0.08,0.18,-0.07,1759267867.1085174
0.08,0.18,-0.07,1759267867.111619
0.08,0.18,-0.07,1759267867.1147864
0.08,0.18,-0.07,1759267867.1171768
0.08,0.18,-0.07,1759267867.1204507
0.08,0.18,-0.07,1759267867.1231823
0.08,0.18,-0.07,1759267867.124945
0.08,0.18,-0.07,1759267867.12798
0.08,0.18,-0.07,1759267867.1309884
0.08,0.18,-0.07,1759267867.133024
0.08,0.18,-0.07,1759267867.136478
0.08,0.18,-0.07,1759267867.139252
0.08,0.18,-0.07,1759267867.1423483
0.08,0.18,-0.07,1759267867.1452165
0.08,0.18,-0.07,1759267867.1475346
0.08,0.18,-0.07,1759267867.1500714
0.08,0.18,-0.07,1759267867.1523771
0.08,0.18,-0.07,1759267867.1550574
0.08,0.18,-0.07,1759267867.158905
0.08,0.18,-0.07,1759267867.1612484
0.08,0.18,-0.07,1759267867.164412
0.08,0.18,-0.07,1759267867.167042
0.08,0.18,-0.07,1759267867.17056
0.08,0.18,-0.07,1759267867.1725986
0.08,0.18,-0.07,1759267867.1759436
0.08,0.18,-0.07,1759267867.1789682
0.08,0.18,-0.07,1759267867.181313
0.08,0.18,-0.07,1759267867.1847494
0.08,0.18,-0.07,1759267867.1880696
0.08,0.18,-0.07,1759267867.1905077
0.08,0.18,-0.07,1759267867.1926708
0.08,0.18,-0.07,1759267867.1964772
0.08,0.18,-0.07,1759267867.1994877
0.08,0.18,-0.07,1759267867.202127
0.08,0.18,-0.07,1759267867.204836
0.08,0.18,-0.06,1759267867.207455
0.08,0.18,-0.06,1759267867.2100582
0.08,0.18,-0.06,1759267867.2127452
0.08,0.18,-0.06,1759267867.2167528
0.08,0.18,-0.06,1759267867.2198355
0.08,0.18,-0.06,1759267867.2232003
0.08,0.18,-0.06,1759267867.226261
0.08,0.18,-0.06,1759267867.23013
0.08,0.18,-0.06,1759267867.2333486
0.08,0.18,-0.06,1759267867.2360778
0.08,0.18,-0.06,1759267867.2385664
0.08,0.18,-0.06,1759267867.2402518
0.07,0.18,-0.06,1759267867.2427945
0.08,0.18,-0.06,1759267867.2447584
0.08,0.18,-0.06,1759267867.247828
0.08,0.18,-0.06,1759267867.2508423
